6921000	0	0	0	4567.17326861656	6060.84363556077	260
2138706.61806901	3961304.24776105	5256828.28885423	-7217.56641337516	1411.33415625749	1872.90368363752	260
-5599206.61806901	2448220.66489566	3248898.55553387	-4460.70135952552	-3694.92079056578	-4903.3255014179	260
-5599206.61806901	-2448220.66489566	-3248898.55553386	4460.70135952552	-3694.92079056578	-4903.3255014179	260
2138706.61806901	-3961304.24776105	-5256828.28885423	7217.56641337516	1411.33415625749	1872.90368363752	260
-1694169.70574233	-6322635.84364344	-2248178.37299893	5156.69732756585	587.020982975957	-5536.85617274861	260
3949096.38743728	-1444653.57941696	-5497076.9285328	3360.27236939277	6774.96167754933	633.530671330708	260
4134845.49802799	5429790.82959456	-1149202.00760721	-3079.93479182397	3600.13560622753	5928.39966054652	260
-1393621.3314265	4800448.86390889	4786831.02789193	-5263.77675387332	-4549.95550879201	3030.42181778038	260
-4996150.84829645	-2462950.27044305	4107626.28124702	-173.258151261325	-6412.16275796081	-4055.49597690901	260
-4996150.84829644	2462950.27044305	4107626.28124702	173.258151261327	-6412.16275796081	4055.495976909	260
-1393621.33142649	-4800448.8639089	4786831.02789192	5263.77675387332	-4549.955508792	-3030.42181778039	260
4134845.49802799	-5429790.82959456	-1149202.00760722	3079.93479182397	3600.13560622754	-5928.39966054652	260
3949096.38743728	1444653.57941697	-5497076.9285328	-3360.27236939277	6774.96167754932	-633.530671330699	260
-1694169.70574233	6322635.84364344	-2248178.37299893	-5156.69732756585	587.020982975951	5536.85617274861	260
2138706.61806901	3961304.24776105	-5256828.28885423	-7217.56641337516	1411.3341562575	-1872.90368363752	260
-5599206.61806901	2448220.66489566	-3248898.55553387	-4460.70135952552	-3694.92079056577	4903.3255014179	260
-5599206.61806901	-2448220.66489566	3248898.55553386	4460.70135952552	-3694.92079056578	4903.3255014179	260
2138706.61806901	-3961304.24776105	5256828.28885423	7217.56641337516	1411.33415625749	-1872.90368363752	260
6921000	-1.35766325328717e-09	6.76905928018969e-10	1.48870167662235e-12	4567.17326861656	-6060.84363556077	260
3949096.38743728	-1444653.57941696	5497076.9285328	3360.27236939277	6774.96167754932	-633.530671330709	260
4134845.49802799	5429790.82959456	1149202.00760721	-3079.93479182397	3600.13560622753	-5928.39966054652	260
-1393621.3314265	4800448.86390888	-4786831.02789193	-5263.77675387332	-4549.95550879201	-3030.42181778037	260
-4996150.84829645	-2462950.27044306	-4107626.28124701	-173.258151261319	-6412.1627579608	4055.49597690901	260
-1694169.70574232	-6322635.84364344	2248178.37299895	5156.69732756585	587.020982975971	5536.8561727486	260
-1393621.33142649	-4800448.86390889	-4786831.02789192	5263.77675387332	-4549.955508792	3030.42181778039	260
4134845.49802799	-5429790.82959456	1149202.00760722	3079.93479182397	3600.13560622754	5928.39966054652	260
3949096.38743728	1444653.57941697	5497076.9285328	-3360.27236939277	6774.96167754933	633.530671330699	260
-1694169.70574233	6322635.84364344	2248178.37299893	-5156.69732756585	587.020982975953	-5536.85617274861	260
-4996150.84829644	2462950.27044305	-4107626.28124702	173.258151261327	-6412.16275796081	-4055.495976909	260
